Year,Ethnicity,Sex,Cause of Death,Count
2010,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,132
2010,HISPANIC,MALE,ALZHEIMERS DISEASE,31
2010,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,28
2010,HISPANIC,MALE,ASSAULT (HOMICIDE),120
2010,HISPANIC,MALE,ATHEROSCLEROSIS,13
2010,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,18
2010,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,14
2010,HISPANIC,MALE,CEREBROVASCULAR DISEASE,140
2010,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,150
2010,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,149
2010,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",38
2010,HISPANIC,MALE,DIABETES MELLITUS,187
2010,HISPANIC,MALE,DISEASES OF HEART,1355
2010,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,75
2010,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,189
2010,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,235
2010,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),75
2010,HISPANIC,MALE,MALIGNANT NEOPLASMS,1057
2010,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,46
2010,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44
2010,HISPANIC,MALE,PARKINSONS DISEASE,18
2010,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,138
2010,HISPANIC,MALE,SEPTICEMIA,31
2010,HISPANIC,MALE,SHORT GESTATION/LBW,21
2010,HISPANIC,MALE,VIRAL HEPATITIS,88
2010,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,58
2010,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,88
2010,NON-HISPANIC BLACK,FEMALE,ANEMIAS,19
2010,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,16
2010,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),47
2010,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,23
2010,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,26
2010,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,259
2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,43
2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,206
2010,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33
2010,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,384
2010,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2282
2010,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,252
2010,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,152
2010,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,275
2010,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),19
2010,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1768
2010,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",86
2010,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,15
2010,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",18
2010,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,63
2010,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,55
2010,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,29
2010,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,33
2010,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,147
2010,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,20
2010,NON-HISPANIC BLACK,MALE,ANEMIAS,20
2010,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,25
2010,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),301
2010,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,20
2010,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,19
2010,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,15
2010,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,171
2010,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,68
2010,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,202
2010,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",34
2010,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,279
2010,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2015
2010,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,178
2010,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,297
2010,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,201
2010,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),64
2010,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1540
2010,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,50
2010,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",70
2010,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,13
2010,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,111
2010,NON-HISPANIC BLACK,MALE,SEPTICEMIA,36
2010,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,35
2010,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,49
2010,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,164
2010,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,247
2010,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,22
2010,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,74
2010,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,69
2010,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,382
2010,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,19
2010,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,67
2010,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,502
2010,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",32
2010,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,258
2010,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5351
2010,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,219
2010,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,24
2010,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,707
2010,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),61
2010,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3438
2010,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,16
2010,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",90
2010,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,55
2010,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,22
2010,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,75
2010,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,107
2010,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,14
2010,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,32
2010,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272
2010,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,94
2010,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,49
2010,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),25
2010,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,46
2010,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,91
2010,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,276
2010,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,110
2010,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,388
2010,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33
2010,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,245
2010,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4495
2010,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,153
2010,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,76
2010,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,614
2010,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),182
2010,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3408
2010,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,57
2010,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",119
2010,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,79
2010,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,19
2010,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,211
2010,NON-HISPANIC WHITE,MALE,SEPTICEMIA,74
2010,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,14
2010,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,82
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,26
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,14
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),7
2010,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,9
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,89
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,28
2010,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,394
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,33
2010,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,74
2010,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),17
2010,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,416
2010,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",15
2010,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,7
2010,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,5
2010,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,55
2010,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,9
2010,ASIAN & PACIFIC ISLANDER,MALE,ANEMIAS,5
2010,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5
2010,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9
2010,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6
2010,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,7
2010,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,83
2010,ASIAN & PACIFIC ISLANDER,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6
2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,18
2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,61
2010,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",9
2010,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,64
2010,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,479
2010,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,30
2010,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,108
2010,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),46
2010,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,527
2010,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,9
2010,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",11
2010,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,7
2010,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,11
2010,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,7
2010,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,5
2010,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,14
2010,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,59
2010,HISPANIC,FEMALE,ALZHEIMERS DISEASE,71
2010,HISPANIC,FEMALE,ASSAULT (HOMICIDE),22
2010,HISPANIC,FEMALE,ATHEROSCLEROSIS,15
2010,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,23
2010,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,168
2010,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,10
2010,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,49
2010,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156
2010,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",42
2010,HISPANIC,FEMALE,DIABETES MELLITUS,219
2010,HISPANIC,FEMALE,DISEASES OF HEART,1316
2010,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,95
2010,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,79
2010,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,228
2010,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),27
2010,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1045
2010,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",48
2010,HISPANIC,FEMALE,PARKINSONS DISEASE,16
2010,HISPANIC,FEMALE,PEPTIC ULCER,9
2010,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",11
2010,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,50
2010,HISPANIC,FEMALE,SEPTICEMIA,33
2010,HISPANIC,FEMALE,SHORT GESTATION/LBW,19
2010,HISPANIC,FEMALE,VIRAL HEPATITIS,40
2010,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,132
2010,HISPANIC,MALE,ALZHEIMERS DISEASE,31
2010,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,28
2010,HISPANIC,MALE,ASSAULT (HOMICIDE),120
2010,HISPANIC,MALE,ATHEROSCLEROSIS,13
2010,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,18
2010,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,14
2010,HISPANIC,MALE,CEREBROVASCULAR DISEASE,140
2010,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,150
2010,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,149
2010,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",38
2010,HISPANIC,MALE,DIABETES MELLITUS,187
2010,HISPANIC,MALE,DISEASES OF HEART,1355
2010,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,75
2010,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,189
2010,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,235
2010,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),75
2010,HISPANIC,MALE,MALIGNANT NEOPLASMS,1057
2010,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,46
2010,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",44
2010,HISPANIC,MALE,PARKINSONS DISEASE,18
2010,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,138
2010,HISPANIC,MALE,SEPTICEMIA,31
2010,HISPANIC,MALE,SHORT GESTATION/LBW,21
2010,HISPANIC,MALE,VIRAL HEPATITIS,88
2010,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,58
2010,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,88
2010,NON-HISPANIC BLACK,FEMALE,ANEMIAS,19
2010,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,16
2010,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),47
2010,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,23
2010,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,26
2010,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,259
2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,43
2010,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,206
2010,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33
2010,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,384
2010,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2282
2010,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,252
2010,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,152
2010,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,275
2010,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),19
2010,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1768
2010,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",86
2010,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,15
2010,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",18
2010,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,63
2010,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,55
2010,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,29
2010,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,33
2010,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,147
2010,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,20
2010,NON-HISPANIC BLACK,MALE,ANEMIAS,20
2010,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,25
2010,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),301
2010,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,20
2010,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,19
2010,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,15
2010,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,171
2010,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,68
2010,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,202
2010,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",34
2010,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,279
2010,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2015
2010,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,178
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,44
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,24
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ANEMIAS,5
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),6
2011,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,11
2011,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,98
2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6
2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10
2011,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30
2011,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7
2011,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51
2011,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,402
2011,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,46
2011,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,84
2011,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),23
2011,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,454
2011,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",18
2011,ASIAN & PACIFIC ISLANDER,FEMALE,PARKINSONS DISEASE,5
2011,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,11
2011,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,6
2011,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,61
2011,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,18
2011,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,6
2011,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9
2011,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6
2011,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,11
2011,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,79
2011,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,15
2011,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,73
2011,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",13
2011,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,60
2011,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,452
2011,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,37
2011,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,94
2011,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),50
2011,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,550
2011,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11
2011,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",17
2011,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,11
2011,ASIAN & PACIFIC ISLANDER,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,5
2011,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,15
2011,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,5
2011,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,10
2011,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,16
2011,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,52
2011,HISPANIC,FEMALE,ALZHEIMERS DISEASE,90
2011,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,12
2011,HISPANIC,FEMALE,ASSAULT (HOMICIDE),20
2011,HISPANIC,FEMALE,ATHEROSCLEROSIS,15
2011,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,17
2011,HISPANIC,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8
2011,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,179
2011,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,39
2011,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156
2011,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",21
2011,HISPANIC,FEMALE,DIABETES MELLITUS,196
2011,HISPANIC,FEMALE,DISEASES OF HEART,1348
2011,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,83
2011,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,70
2011,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,218
2011,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),21
2011,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1085
